"44","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Audit\EscrowContributionsAllEmployees.sql","DEPARTMENT HEAD A","184","AUDIT"
"45","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Budget\Contr_Posting(ExcludingGovernment).sql","MANAGER  AC","192","ACTUARY"
"46","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\STB\AverageTimeUntilPaid(MAB_Continuous).sql","EXECUTIVE - IT  E","179","EXECUTIVE"
"47","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\STB\AverageTimeNOTPaidDetails(STB).sql","DIRECTOR  E","179","EXECUTIVE"
"48","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\STB\AverageTimeUntilPaid(UEB_Continuous).sql","DIRECTOR  E","179","EXECUTIVE"
"49","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\AverageTimeNOTPaid(LTB).sql","Vitech User","200","VITECH USER"
"50","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Manual Cheque Recon\ManualCheques_All_Manuals.sql","DEPARTMENT HEAD A","184","AUDIT"
"51","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Registration\Count_Expired_Cards.sql","EXECUTIVE - OPERATIONS   E","179","EXECUTIVE"
"52","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Director\Count_Benefits_Received.sql","DIRECTOR  E","179","EXECUTIVE"
"53","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\IT\ESS\ESS C10 Reports.sql","SUPERVISOR IT","185","IT"
"54","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Accounts\STB_3rd_Party_Payments_By_Period.sql","NON SUPERVISOR - payments  AF","188","FINANCE & ACCOUNTING"
"55","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\DECEASED_CLAIMANTS_WITH_APPROVED_STREAMS.sql","DIRECTOR  E","179","EXECUTIVE"
"56","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\UEBPaid.sql","EXECUTIVE - OPERATIONS   E","179","EXECUTIVE"
"57","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Annual Report\InvalidityBenefits&AssistancesAwarded.sql","MANAGER  AC","192","ACTUARY"
"58","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Annual Report\ActiveEmployees.sql","MANAGER  AC","192","ACTUARY"
"59","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Annual Report\LTBBenefits&AssistancesReceived.sql","EXECUTIVE - OPERATIONS   E","179","EXECUTIVE"
"60","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Annual Report\NonSurvivorPensionersInPayment.sql","EXECUTIVE - OPERATIONS   E","179","EXECUTIVE"
"61","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Annual Report\RetirementBenefits&AssistancesAwarded.sql","EXECUTIVE - OPERATIONS   E","179","EXECUTIVE"
"62","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Annual Report\STBBenefits&AssistancesAwarded.sql","MANAGER  AC","192","ACTUARY"
"63","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Annual Report\STBBenefits&AssistancesAwarded.sql","EXECUTIVE - OPERATIONS   E","179","EXECUTIVE"
"64","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Annual Report\SurvivorBenefits&AssistancesAwarded.sql","MANAGER  AC","192","ACTUARY"
"65","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Annual Report\SurvivorsPensionersInPayment.sql","EXECUTIVE - OPERATIONS   E","179","EXECUTIVE"
"66","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\GrantsSuspended(UsingPaymentStreams).sql","SUPERVISOR LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"67","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\LtbGrantsWithContinuousPaymentStreams.sql","SUPERVISOR LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"68","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\ReinstateWithPenalty(Non-Survivors).sql","SUPERVISOR LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"69","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Annual Report\SurvivorsPensionersInPayment.sql","DEPARTMENT HEAD LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"70","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\IT\Manager\LoggedClaimsInvalidity.sql","NON SUPERVISOR IT","185","IT"
"71","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\DBLAwarded(Employer).sql","MANAGER  AC","192","ACTUARY"
"72","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\IT\Manager\LoggedClaimsB67.sql","NON SUPERVISOR IT","185","IT"
"73","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\IT\Manager\LoggedClaimsOancp.sql","NON SUPERVISOR IT","185","IT"
"74","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\IT\Manager\LoggedClaimsRetirement.sql","SUPERVISOR IT","185","IT"
"75","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\LTBDualBenefits(INV_RET).sql","DEPARTMENT HEAD LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"76","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\INV(withContributions).sql","DEPARTMENT HEAD LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"77","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Verifications\verifications_completed_by_user.sql","NON SUPERVISOR PV","198","PENSIONS_VERIFICATION"
"78","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Verifications\verifications_completed_by_the_pensions_and_verifications_department.sql","DEPARTMENT HEAD PV","198","PENSIONS_VERIFICATION"
"79","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Audit\GetAllV3Users.sql","SUPERVISOR A","184","AUDIT"
"80","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\grantsWithVerifications.sql","NON SUPERVISOR LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"81","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\Non_SURV_with_Multiple_Approved_Streams.sql","SUPERVISOR LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"82","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Manual Cheque Recon\ManualCheques_Overlapping_Manuals.sql","SUPERVISOR A","184","AUDIT"
"83","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\INV(withContributions).sql","NON SUPERVISOR LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"84","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\LTBClaimProductivity_2ndChecker(Details).sql","NON SUPERVISOR LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"85","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\LTBDualBenefits(INV_RET).sql","NON SUPERVISOR LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"86","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\LtbGrantsWithContinuousPaymentStreams.sql","NON SUPERVISOR LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"87","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\Surv(GetClaimsBefore1999).sql","NON SUPERVISOR LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"88","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Director\Lost_Stolen_Smart_Cards.sql","EXECUTIVE - ACCOUNTS  E","179","EXECUTIVE"
"89","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\IT\ESS\ESS C10 Payments.sql","DIRECTOR  E","179","EXECUTIVE"
"90","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\IT\ESS\ESS C10 Payments.sql","SUPERVISOR IT","185","IT"
"91","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\contrib_hist_by_employer_last_c10.sql","MANAGER  AC","192","ACTUARY"
"92","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Compliance\Num_Agreements_Entered_(IAG_Manager).sql","DEPARTMENT HEAD C","181","COMPLIANCE"
"93","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Payment_info_on_UEBs.sql","MANAGER  AC","192","ACTUARY"
"94","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Customer Service\MOU_UEB_Claim_Registration_User_Log.sql","DEPARTMENT HEAD STB","186","SHORT TERM BENEFIT"
"95","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Customer Service\MOU_UEB_Claim_Registration_User_Log.sql","EXECUTIVE - OPERATIONS   E","179","EXECUTIVE"
"96","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\Deceased_Claimants_from_Long_Island.sql","MANAGER FIU","194","FAMILY ISLAND USERS"
"97","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\ACTUARY\Annual Report\ActiveEmployees.sql","MANAGER  AC","192","ACTUARY"
"98","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\grantsWithVerifications.sql","SUPERVISOR LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"99","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Annual Report\SurvivorBenefits&AssistancesAwarded.sql","DEPARTMENT HEAD LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"100","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Compliance\ComplianceProsecutionCasesReport.sql","MANAGER  C","181","COMPLIANCE"
"101","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Audit\EscrowContributionsByEmployer.sql","DEPARTMENT HEAD A","184","AUDIT"
"102","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Compliance\ComplianceWorkflowDetails.sql","MANAGER  C","181","COMPLIANCE"
"103","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Compliance\ComplianceEmployerRevenueByUnitAreaDetail.sql","MANAGER  C","181","COMPLIANCE"
"104","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\GetDeceasedPersonsWithPendingRecords.sql","DEPARTMENT HEAD LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"105","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Verifications\verifications_completed_by_user.sql","DEPARTMENT HEAD PV","198","PENSIONS_VERIFICATION"
"106","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Verifications\verifications_completed_by_the_pensions_and_verifications_department.sql","SUPERVISOR PV","198","PENSIONS_VERIFICATION"
"107","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Get_STB_Disbursement_Pay_Periods.sql","MANAGER  AC","192","ACTUARY"
"108","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\STB\AverageTimeUntilPaid(MAB_Continuous).sql","DEPARTMENT HEAD STB","186","SHORT TERM BENEFIT"
"109","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\STB\AverageTimeUntilPaid(UEB_Continuous).sql","EXECUTIVE - OPERATIONS   E","179","EXECUTIVE"
"110","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\STB\AverageTimeUntilPaid(SKB_Continuous).sql","EXECUTIVE - IT  E","179","EXECUTIVE"
"111","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\AverageTimeNOTPaidDetails(LTB).sql","MANAGER  HR","195","HUMAN RESOURCES"
"112","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\AverageTimeUntilPaid(LTB).sql","MANAGER  HR","195","HUMAN RESOURCES"
"113","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\STB\2nd_Checker_GB_Abaco.sql","SUPERVISOR STB","186","SHORT TERM BENEFIT"
"114","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\STB\UnemploymentNextVerfDate.sql","SUPERVISOR IT","185","IT"
"115","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Compliance\ComplianceEmployerRevenueByUnitArea.sql","DEPARTMENT HEAD C","181","COMPLIANCE"
"116","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Compliance\ComplianceInvalidUnitAndArea.sql","DEPARTMENT HEAD C","181","COMPLIANCE"
"117","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Customer Service\MOU_UEB_Claim_Registration_User_Log.sql","SUPERVISOR CS","183","CUSTOMER SERVICE"
"118","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\UEBIssuedAndPaid.sql","EXECUTIVE - OPERATIONS   E","179","EXECUTIVE"
"119","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Annual Report\InvalidityBenefits&AssistancesAwarded.sql","EXECUTIVE - OPERATIONS   E","179","EXECUTIVE"
"120","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Annual Report\NewRegistrations(Employees).sql","EXECUTIVE - OPERATIONS   E","179","EXECUTIVE"
"121","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\LtbGrantsWithContinuousPaymentStreams.sql","DEPARTMENT HEAD LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"122","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Compliance\ComplianceClosureReport.sql","MANAGER  C","181","COMPLIANCE"
"123","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\GetBlankDateOfAccident(Converted_DBL).sql","SUPERVISOR LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"124","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Accounts\LTBDisbursementReconciliation.sql","SUPERVISOR - payments  AF","188","FINANCE & ACCOUNTING"
"125","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Get_LTB_Disbursement_Pay_Periods.sql","EXECUTIVE - OPERATIONS   E","179","EXECUTIVE"
"126","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Get_STB_Disbursement_Pay_Periods.sql","EXECUTIVE - OPERATIONS   E","179","EXECUTIVE"
"127","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Contributions\Confirm_Contribution_Workflows_Completed.sql","SUPERVISOR CP","182","CONTRIBUTION PROCESSING"
"128","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Registration\Supervisor\RegistrantsToGetFeedback.sql","MANAGER FIU","194","FAMILY ISLAND USERS"
"129","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Budget\All_Bahamas_Collections.sql","MANAGER  AC","192","ACTUARY"
"130","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\STB\AverageTimeUntilPaid(MAB_Continuous).sql","EXECUTIVE - OPERATIONS   E","179","EXECUTIVE"
"131","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\AverageTimeUntilPaid(LTB).sql","EXECUTIVE - IT  E","179","EXECUTIVE"
"132","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\STB\AverageTimeUntilPaid(IIB_Continuous).sql","DIRECTOR  E","179","EXECUTIVE"
"133","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\AverageTimeUntilPaid(LTB).sql","EXECUTIVE - OPERATIONS   E","179","EXECUTIVE"
"134","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\AverageTimeNOTPaidDetails(LTB).sql","DIRECTOR  E","179","EXECUTIVE"
"135","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\AverageTimeNOTPaid(LTB).sql","DIRECTOR  E","179","EXECUTIVE"
"136","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\AverageTimeNOTPaidDetails(LTB).sql","EXECUTIVE - OPERATIONS   E","179","EXECUTIVE"
"137","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Registration\Count_Expired_Cards.sql","Vitech User","200","VITECH USER"
"138","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Director\Installment_Agreements_Implemented.sql","Vitech User","200","VITECH USER"
"139","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Director\Verifications_Completed.sql","Vitech User","200","VITECH USER"
"140","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Director\Inspections_Completed.sql","Vitech User","200","VITECH USER"
"141","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Director\Count_Smart_Cards(Printed).sql","Vitech User","200","VITECH USER"
"142","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytoolBenefits\STB\STBClaimsApprovedPmtStreams.sql","DEPARTMENT HEAD STB","186","SHORT TERM BENEFIT"
"143","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytoolBenefits\STB\STBClaimsApprovedPmtStreams.sql","SUPERVISOR STB","186","SHORT TERM BENEFIT"
"144","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Director\Lost_Stolen_Smart_Cards.sql","DEPARTMENT HEAD R","160","REGISTRATION"
"145","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Customer Service\Get_Open_Generate_HQB10_Form_Steps.sql","SUPERVISOR CS","183","CUSTOMER SERVICE"
"146","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Customer Service\Get_Open_Generate_HQB10_Form_Steps.sql","DEPARTMENT HEAD CS","183","CUSTOMER SERVICE"
"147","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\SE GOV UEA\get_all_applicants_with_weekly_benefit_gte_200.sql","DEPARTMENT HEAD LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"148","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\STB\UnemploymentNextVerfDate.sql","DEPARTMENT HEAD STB","186","SHORT TERM BENEFIT"
"149","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\STB\Get_Disbursements_Claim_Year_Not_In_Current_Year.sql","SUPERVISOR STB","186","SHORT TERM BENEFIT"
"150","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\STB\COVID19_UEBs_to_Disallow.sql","EXECUTIVE - OPERATIONS   E","179","EXECUTIVE"
"151","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Compliance\ComplianceClosureReport.sql","DEPARTMENT HEAD C","181","COMPLIANCE"
"152","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Annual Report\LtbProcessedClaims.sql","MANAGER  AC","192","ACTUARY"
"153","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Annual Report\NewRegistrations(Employers).sql","EXECUTIVE - OPERATIONS   E","179","EXECUTIVE"
"154","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\grantsWithVerifications.sql","DEPARTMENT HEAD LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"155","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\LTBClaimsFromLegacy.sql","SUPERVISOR LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"156","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Annual Report\InvalidityBenefits&AssistancesAwarded.sql","DEPARTMENT HEAD LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
